match_id,match_date,home_team_id,home_team,away_team_id,away_team,home_team_goal,away_team_goal,attendance,referee,referee_id,season,category,winner_team_id
20230304t015t014,20230304,t015,京都サンガF.C.,t014,ＦＣ東京,2,0,"観客:13,255",福島 孝一郎,r002,2023,1,t015
20230304t013t011,20230304,t013,浦和レッズ,t011,セレッソ大阪,2,1,"観客:18,437",清水 勇人,r020,2023,1,t013
20230304t006t016,20230304,t006,アビスパ福岡,t016,柏レイソル,1,0,"観客:6,210",谷本 涼,r015,2023,1,t006
20230304t032t017,20230304,t032,サガン鳥栖,t017,名古屋グランパス,1,0,"観客:7,773",小屋 幸栄,r006,2023,1,t032
20230304t004t018,20230304,t004,横浜ＦＣ,t018,鹿島アントラーズ,1,3,"観客:10,637",飯田 淳平,r024,2023,1,t018
20230304t003t001,20230304,t003,ヴィッセル神戸,t001,ガンバ大阪,4,0,"観客:17,781",上田 益也,r008,2023,1,t003
20230311t012t007,20230311,t012,アルビレックス新潟,t007,川崎フロンターレ,1,0,"観客:27,288",飯田 淳平,r024,2023,1,t012
20230311t003t013,20230311,t003,ヴィッセル神戸,t013,浦和レッズ,0,1,"観客:21,223",西村 雄一,r037,2023,1,t013
20230312t011t032,20230312,t011,セレッソ大阪,t032,サガン鳥栖,2,1,"観客:15,714",今村 義朗,r019,2023,1,t011
20230312t021t002,20230312,t021,北海道コンサドーレ札幌,t002,横浜Ｆ・マリノス,2,0,"観客:17,509",福島 孝一郎,r002,2023,1,t021
20230312t018t006,20230312,t018,鹿島アントラーズ,t006,アビスパ福岡,0,0,"観客:20,097",山本 雄大,r010,2023,1,draw
20230312t016t017,20230312,t016,柏レイソル,t017,名古屋グランパス,0,3,"観客:9,866",中村 太,r009,2023,1,t017
20230312t014t004,20230312,t014,ＦＣ東京,t004,横浜ＦＣ,3,1,"観客:23,752",上田 益也,r008,2023,1,t014
20230312t008t015,20230312,t008,湘南ベルマーレ,t015,京都サンガF.C.,0,2,"観客:10,791",川俣 秀,r012,2023,1,t015
20230312t001t020,20230312,t001,ガンバ大阪,t020,サンフレッチェ広島,1,2,"観客:18,765",池内 明彦,r014,2023,1,t020
20230318t002t018,20230318,t002,横浜Ｆ・マリノス,t018,鹿島アントラーズ,2,1,"観客:28,478",谷本 涼,r015,2023,1,t002
20230318t004t015,20230318,t004,横浜ＦＣ,t015,京都サンガF.C.,1,4,"観客:3,401",山本 雄大,r010,2023,1,t015
20230318t017t014,20230318,t017,名古屋グランパス,t014,ＦＣ東京,0,0,"観客:33,139",飯田 淳平,r024,2023,1,draw
20230318t013t012,20230318,t013,浦和レッズ,t012,アルビレックス新潟,2,1,"観客:15,167",福島 孝一郎,r002,2023,1,t013
20230318t001t021,20230318,t001,ガンバ大阪,t021,北海道コンサドーレ札幌,2,2,"観客:18,550",トム ブラモール,r043,2023,1,draw
20230318t032t003,20230318,t032,サガン鳥栖,t003,ヴィッセル神戸,0,1,"観客:12,230",清水 勇人,r020,2023,1,t003
20230318t007t011,20230318,t007,川崎フロンターレ,t011,セレッソ大阪,0,0,"観客:19,054",岡部 拓人,r011,2023,1,draw
20230319t020t016,20230319,t020,サンフレッチェ広島,t016,柏レイソル,1,0,"観客:15,749",川俣 秀,r012,2023,1,t020
20230319t006t008,20230319,t006,アビスパ福岡,t008,湘南ベルマーレ,2,1,"観客:6,455",池内 明彦,r014,2023,1,t006
20230331t016t013,20230331,t016,柏レイソル,t013,浦和レッズ,0,3,"観客:11,620",トム ブラモール,r043,2023,1,t013
20230401t004t006,20230401,t004,横浜ＦＣ,t006,アビスパ福岡,1,1,"観客:4,876",笠原 寛貴,r022,2023,1,draw
20230401t012t017,20230401,t012,アルビレックス新潟,t017,名古屋グランパス,1,3,"観客:18,428",今村 義朗,r019,2023,1,t017
20230401t015t003,20230401,t015,京都サンガF.C.,t003,ヴィッセル神戸,0,3,"観客:16,495",中村 太,r009,2023,1,t003
20230401t018t020,20230401,t018,鹿島アントラーズ,t020,サンフレッチェ広島,1,2,"観客:15,414",福島 孝一郎,r002,2023,1,t020
20230401t008t001,20230401,t008,湘南ベルマーレ,t001,ガンバ大阪,4,1,"観客:11,966",山下 良美,r021,2023,1,t008
20230401t032t014,20230401,t032,サガン鳥栖,t014,ＦＣ東京,1,0,"観客:8,548",谷本 涼,r015,2023,1,t032
20230401t011t002,20230401,t011,セレッソ大阪,t002,横浜Ｆ・マリノス,2,1,"観客:18,955",飯田 淳平,r024,2023,1,t011
20230401t021t007,20230401,t021,北海道コンサドーレ札幌,t007,川崎フロンターレ,3,4,"観客:14,654",山本 雄大,r010,2023,1,t007
20230408t002t004,20230408,t002,横浜Ｆ・マリノス,t004,横浜ＦＣ,5,0,"観客:25,238",木村 博之,r001,2023,1,t002
20230409t011t021,20230409,t011,セレッソ大阪,t021,北海道コンサドーレ札幌,2,3,"観客:11,952",清水 勇人,r020,2023,1,t021
20230409t003t012,20230409,t003,ヴィッセル神戸,t012,アルビレックス新潟,0,0,"観客:17,391",笠原 寛貴,r022,2023,1,draw
20230409t020t032,20230409,t020,サンフレッチェ広島,t032,サガン鳥栖,1,0,"観客:13,681",岡部 拓人,r011,2023,1,t020
20230409t014t008,20230409,t014,ＦＣ東京,t008,湘南ベルマーレ,2,2,"観客:20,949",小屋 幸栄,r006,2023,1,draw
20230409t017t013,20230409,t017,名古屋グランパス,t013,浦和レッズ,0,0,"観客:22,655",西村 雄一,r037,2023,1,draw
20230409t001t007,20230409,t001,ガンバ大阪,t007,川崎フロンターレ,2,0,"観客:20,734",飯田 淳平,r024,2023,1,t001
20230409t006t015,20230409,t006,アビスパ福岡,t015,京都サンガF.C.,2,1,"観客:6,341",福島 孝一郎,r002,2023,1,t006
20230409t016t018,20230409,t016,柏レイソル,t018,鹿島アントラーズ,1,0,"観客:11,421",中村 太,r009,2023,1,t016
20230415t004t020,20230415,t004,横浜ＦＣ,t020,サンフレッチェ広島,0,3,"観客:3,935",山本 雄大,r010,2023,1,t020
20230415t013t021,20230415,t013,浦和レッズ,t021,北海道コンサドーレ札幌,4,1,"観客:38,574",御厨 貴文,r005,2023,1,t013
20230415t007t017,20230415,t007,川崎フロンターレ,t017,名古屋グランパス,1,2,"観客:17,304",福島 孝一郎,r002,2023,1,t017
20230415t008t002,20230415,t008,湘南ベルマーレ,t002,横浜Ｆ・マリノス,1,1,"観客:9,355",上田 益也,r008,2023,1,draw
20230415t032t016,20230415,t032,サガン鳥栖,t016,柏レイソル,1,1,"観客:6,418",今村 義朗,r019,2023,1,draw
20230415t018t003,20230415,t018,鹿島アントラーズ,t003,ヴィッセル神戸,1,5,"観客:15,311",池内 明彦,r014,2023,1,t003
20230415t014t011,20230415,t014,ＦＣ東京,t011,セレッソ大阪,1,2,"観客:16,939",山下 良美,r021,2023,1,t011
20230415t015t001,20230415,t015,京都サンガF.C.,t001,ガンバ大阪,2,1,"観客:13,463",清水 勇人,r020,2023,1,t015
20230415t012t006,20230415,t012,アルビレックス新潟,t006,アビスパ福岡,3,2,"観客:16,692",谷本 涼,r015,2023,1,t012
20230422t020t014,20230422,t020,サンフレッチェ広島,t014,ＦＣ東京,1,2,"観客:13,801",笠原 寛貴,r022,2023,1,t014
20230422t003t002,20230422,t003,ヴィッセル神戸,t002,横浜Ｆ・マリノス,2,3,"観客:22,164",今村 義朗,r019,2023,1,t002
20230423t021t006,20230423,t021,北海道コンサドーレ札幌,t006,アビスパ福岡,2,2,"観客:12,495",木村 博之,r001,2023,1,draw
20230423t012t018,20230423,t012,アルビレックス新潟,t018,鹿島アントラーズ,0,2,"観客:23,920",山本 雄大,r010,2023,1,t018
20230423t015t032,20230423,t015,京都サンガF.C.,t032,サガン鳥栖,2,3,"観客:8,138",池内 明彦,r014,2023,1,t032
20230423t011t016,20230423,t011,セレッソ大阪,t016,柏レイソル,1,0,"観客:10,673",上田 益也,r008,2023,1,t011
20230423t017t008,20230423,t017,名古屋グランパス,t008,湘南ベルマーレ,2,2,"観客:17,243",岡部 拓人,r011,2023,1,draw
20230423t007t013,20230423,t007,川崎フロンターレ,t013,浦和レッズ,1,1,"観客:22,304",谷本 涼,r015,2023,1,draw
20230423t001t004,20230423,t001,ガンバ大阪,t004,横浜ＦＣ,1,1,"観客:14,577",中村 太,r009,2023,1,draw
20230429t004t021,20230429,t004,横浜ＦＣ,t021,北海道コンサドーレ札幌,1,4,"観客:7,634",谷本 涼,r015,2023,1,t021
20230429t011t020,20230429,t011,セレッソ大阪,t020,サンフレッチェ広島,0,1,"観客:16,151",西村 雄一,r037,2023,1,t020
20230429t003t008,20230429,t003,ヴィッセル神戸,t008,湘南ベルマーレ,2,0,"観客:17,390",川俣 秀,r012,2023,1,t003
20230429t016t015,20230429,t016,柏レイソル,t015,京都サンガF.C.,1,1,"観客:9,065",笠原 寛貴,r022,2023,1,draw
20230429t014t012,20230429,t014,ＦＣ東京,t012,アルビレックス新潟,2,1,"観客:32,181",清水 勇人,r020,2023,1,t014
20230429t002t017,20230429,t002,横浜Ｆ・マリノス,t017,名古屋グランパス,1,1,"観客:33,048",山下 良美,r021,2023,1,draw
20230429t006t007,20230429,t006,アビスパ福岡,t007,川崎フロンターレ,1,3,"観客:9,053",山本 雄大,r010,2023,1,t007
20230429t018t001,20230429,t018,鹿島アントラーズ,t001,ガンバ大阪,4,0,"観客:20,525",今村 義朗,r019,2023,1,t018
20230503t021t018,20230503,t021,北海道コンサドーレ札幌,t018,鹿島アントラーズ,0,1,"観客:19,038",岡部 拓人,r011,2023,1,t018
20230503t015t007,20230503,t015,京都サンガF.C.,t007,川崎フロンターレ,0,1,"観客:15,504",今村 義朗,r019,2023,1,t007
20230503t001t011,20230503,t001,ガンバ大阪,t011,セレッソ大阪,1,2,"観客:34,517",谷本 涼,r015,2023,1,t011
20230503t017t003,20230503,t017,名古屋グランパス,t003,ヴィッセル神戸,2,2,"観客:40,789",荒木 友輔,r003,2023,1,draw
20230503t006t014,20230503,t006,アビスパ福岡,t014,ＦＣ東京,1,0,"観客:10,360",小屋 幸栄,r006,2023,1,t006
20230503t032t002,20230503,t032,サガン鳥栖,t002,横浜Ｆ・マリノス,1,3,"観客:11,354",清水 勇人,r020,2023,1,t002
20230503t004t012,20230503,t004,横浜ＦＣ,t012,アルビレックス新潟,1,0,"観客:10,134",山下 良美,r021,2023,1,t004
20230503t008t016,20230503,t008,湘南ベルマーレ,t016,柏レイソル,1,2,"観客:12,342",福島 孝一郎,r002,2023,1,t016
20230506t021t014,20230506,t021,北海道コンサドーレ札幌,t014,ＦＣ東京,5,1,"観客:19,080",山下 良美,r021,2023,1,t021
20230506t017t001,20230506,t017,名古屋グランパス,t001,ガンバ大阪,1,0,"観客:28,613",山本 雄大,r010,2023,1,t017
20230507t020t006,20230507,t020,サンフレッチェ広島,t006,アビスパ福岡,3,1,"観客:10,415",谷本 涼,r015,2023,1,t020
20230507t002t015,20230507,t002,横浜Ｆ・マリノス,t015,京都サンガF.C.,4,1,"観客:22,160",上田 益也,r008,2023,1,t002
20230507t012t016,20230507,t012,アルビレックス新潟,t016,柏レイソル,0,0,"観客:17,998",池内 明彦,r014,2023,1,draw
20230507t011t018,20230507,t011,セレッソ大阪,t018,鹿島アントラーズ,0,1,"観客:12,676",中村 太,r009,2023,1,t018
20230507t003t004,20230507,t003,ヴィッセル神戸,t004,横浜ＦＣ,3,0,"観客:20,005",御厨 貴文,r005,2023,1,t003
20230507t007t032,20230507,t007,川崎フロンターレ,t032,サガン鳥栖,1,0,"観客:17,674",川俣 秀,r012,2023,1,t007
20230510t013t032,20230510,t013,浦和レッズ,t032,サガン鳥栖,0,2,"観客:17,970",木村 博之,r001,2023,1,t032
20230512t014t007,20230512,t014,ＦＣ東京,t007,川崎フロンターレ,2,1,"観客:56,705",西村 雄一,r037,2023,1,t014
20230513t003t020,20230513,t003,ヴィッセル神戸,t020,サンフレッチェ広島,2,0,"観客:15,741",中村 太,r009,2023,1,t003
20230513t008t021,20230513,t008,湘南ベルマーレ,t021,北海道コンサドーレ札幌,2,4,"観客:7,694",御厨 貴文,r005,2023,1,t021
20230513t016t004,20230513,t016,柏レイソル,t004,横浜ＦＣ,0,1,"観客:8,111",清水 勇人,r020,2023,1,t004
20230514t018t017,20230514,t018,鹿島アントラーズ,t017,名古屋グランパス,2,0,"観客:56,020",木村 博之,r001,2023,1,t018
20230514t015t011,20230514,t015,京都サンガF.C.,t011,セレッソ大阪,0,1,"観客:12,917",岡部 拓人,r011,2023,1,t011
20230514t006t032,20230514,t006,アビスパ福岡,t032,サガン鳥栖,0,0,"観客:13,719",笠原 寛貴,r022,2023,1,draw
20230514t012t002,20230514,t012,アルビレックス新潟,t002,横浜Ｆ・マリノス,2,1,"観客:24,501",福島 孝一郎,r002,2023,1,t012
20230514t013t001,20230514,t013,浦和レッズ,t001,ガンバ大阪,3,1,"観客:31,440",池内 明彦,r014,2023,1,t013
20230519t021t015,20230519,t021,北海道コンサドーレ札幌,t015,京都サンガF.C.,2,1,"観客:10,289",福島 孝一郎,r002,2023,1,t021
20230520t006t013,20230520,t006,アビスパ福岡,t013,浦和レッズ,0,0,"観客:10,417",清水 勇人,r020,2023,1,draw
20230520t018t014,20230520,t018,鹿島アントラーズ,t014,ＦＣ東京,1,1,"観客:17,589",谷本 涼,r015,2023,1,draw
20230520t008t011,20230520,t008,湘南ベルマーレ,t011,セレッソ大阪,0,2,"観客:10,549",今村 義朗,r019,2023,1,t011
20230520t017t020,20230520,t017,名古屋グランパス,t020,サンフレッチェ広島,2,1,"観客:15,506",小屋 幸栄,r006,2023,1,t017
20230520t016t003,20230520,t016,柏レイソル,t003,ヴィッセル神戸,1,1,"観客:12,530",松尾 一,r044,2023,1,draw
20230520t032t012,20230520,t032,サガン鳥栖,t012,アルビレックス新潟,2,0,"観客:7,265",西村 雄一,r037,2023,1,t032
20230520t001t002,20230520,t001,ガンバ大阪,t002,横浜Ｆ・マリノス,0,2,"観客:19,823",木村 博之,r001,2023,1,t002
20230520t004t007,20230520,t004,横浜ＦＣ,t007,川崎フロンターレ,2,1,"観客:10,276",池内 明彦,r014,2023,1,t004
20230527t021t017,20230527,t021,北海道コンサドーレ札幌,t017,名古屋グランパス,1,2,"観客:11,711",池内 明彦,r014,2023,1,t017
20230527t003t014,20230527,t003,ヴィッセル神戸,t014,ＦＣ東京,3,2,"観客:20,414",笠原 寛貴,r022,2023,1,t003
20230527t020t008,20230527,t020,サンフレッチェ広島,t008,湘南ベルマーレ,1,0,"観客:11,916",松尾 一,r044,2023,1,t020
20230527t032t018,20230527,t032,サガン鳥栖,t018,鹿島アントラーズ,2,2,"観客:9,272",山本 雄大,r010,2023,1,draw
20230527t015t013,20230527,t015,京都サンガF.C.,t013,浦和レッズ,0,2,"観客:15,229",御厨 貴文,r005,2023,1,t013
20230528t002t006,20230528,t002,横浜Ｆ・マリノス,t006,アビスパ福岡,2,0,"観客:26,115",山下 良美,r021,2023,1,t002
20230528t012t001,20230528,t012,アルビレックス新潟,t001,ガンバ大阪,1,3,"観客:21,860",上田 益也,r008,2023,1,t001
20230528t011t004,20230528,t011,セレッソ大阪,t004,横浜ＦＣ,2,0,"観客:14,304",飯田 淳平,r024,2023,1,t011
20230528t007t016,20230528,t007,川崎フロンターレ,t016,柏レイソル,2,0,"観客:20,207",中村 太,r009,2023,1,t007
20230531t013t020,20230531,t013,浦和レッズ,t020,サンフレッチェ広島,2,1,"観客:20,266",飯田 淳平,r024,2023,1,t013
20230603t014t002,20230603,t014,ＦＣ東京,t002,横浜Ｆ・マリノス,2,3,"観客:28,553",清水 勇人,r020,2023,1,t002
20230603t008t012,20230603,t008,湘南ベルマーレ,t012,アルビレックス新潟,2,2,"観客:10,227",山下 良美,r021,2023,1,draw
20230603t017t011,20230603,t017,名古屋グランパス,t011,セレッソ大阪,3,1,"観客:22,912",山本 雄大,r010,2023,1,t017
20230603t006t001,20230603,t006,アビスパ福岡,t001,ガンバ大阪,1,2,"観客:9,336",福島 孝一郎,r002,2023,1,t001
20230603t004t032,20230603,t004,横浜ＦＣ,t032,サガン鳥栖,1,2,"観客:7,158",小屋 幸栄,r006,2023,1,t032
20230603t016t021,20230603,t016,柏レイソル,t021,北海道コンサドーレ札幌,4,5,"観客:9,769",笠原 寛貴,r022,2023,1,t021
20230604t020t015,20230604,t020,サンフレッチェ広島,t015,京都サンガF.C.,3,1,"観客:14,678",西村 雄一,r037,2023,1,t020
20230604t013t018,20230604,t013,浦和レッズ,t018,鹿島アントラーズ,0,0,"観客:45,575",アンドリュー マドレイ,r045,2023,1,draw
20230610t002t016,20230610,t002,横浜Ｆ・マリノス,t016,柏レイソル,4,3,"観客:26,946",池内 明彦,r014,2023,1,t002
20230610t011t003,20230610,t011,セレッソ大阪,t003,ヴィッセル神戸,2,1,"観客:22,542",西村 雄一,r037,2023,1,t011
20230610t032t021,20230610,t032,サガン鳥栖,t021,北海道コンサドーレ札幌,1,1,"観客:7,774",今村 義朗,r019,2023,1,draw
20230611t012t015,20230611,t012,アルビレックス新潟,t015,京都サンガF.C.,1,3,"観客:30,136",松尾 一,r044,2023,1,t015
20230611t017t006,20230611,t017,名古屋グランパス,t006,アビスパ福岡,2,1,"観客:13,992",川俣 秀,r012,2023,1,t017
20230611t018t008,20230611,t018,鹿島アントラーズ,t008,湘南ベルマーレ,1,0,"観客:13,169",上田 益也,r008,2023,1,t018
20230611t001t014,20230611,t001,ガンバ大阪,t014,ＦＣ東京,3,1,"観客:19,631",アンドリュー マドレイ,r045,2023,1,t001
20230611t004t013,20230611,t004,横浜ＦＣ,t013,浦和レッズ,0,0,"観客:10,086",清水 勇人,r020,2023,1,draw
20230611t007t020,20230611,t007,川崎フロンターレ,t020,サンフレッチェ広島,1,0,"観客:18,051",谷本 涼,r015,2023,1,t007
20230624t021t011,20230624,t021,北海道コンサドーレ札幌,t011,セレッソ大阪,1,4,"観客:24,509",谷本 涼,r015,2023,1,t011
20230624t016t012,20230624,t016,柏レイソル,t012,アルビレックス新潟,0,0,"観客:10,715",岡部 拓人,r011,2023,1,draw
20230624t014t017,20230624,t014,ＦＣ東京,t017,名古屋グランパス,2,0,"観客:28,636",御厨 貴文,r005,2023,1,t014
20230624t008t032,20230624,t008,湘南ベルマーレ,t032,サガン鳥栖,0,6,"観客:9,848",ハミス モハメド アルマリ,r046,2023,1,t032
20230624t015t004,20230624,t015,京都サンガF.C.,t004,横浜ＦＣ,2,1,"観客:8,784",池内 明彦,r014,2023,1,t015
20230624t001t018,20230624,t001,ガンバ大阪,t018,鹿島アントラーズ,2,1,"観客:22,483",中村 太,r009,2023,1,t001
20230624t020t002,20230624,t020,サンフレッチェ広島,t002,横浜Ｆ・マリノス,0,1,"観客:15,163",飯田 淳平,r024,2023,1,t002
20230624t013t007,20230624,t013,浦和レッズ,t007,川崎フロンターレ,1,1,"観客:35,887",今村 義朗,r019,2023,1,draw
20230625t006t003,20230625,t006,アビスパ福岡,t003,ヴィッセル神戸,0,3,"観客:11,697",山本 雄大,r010,2023,1,t003
20230628t013t008,20230628,t013,浦和レッズ,t008,湘南ベルマーレ,4,1,"観客:18,208",荒木 友輔,r003,2023,1,t013
20230630t011t006,20230630,t011,セレッソ大阪,t006,アビスパ福岡,0,1,"観客:11,786",清水 勇人,r020,2023,1,t006
20230701t018t015,20230701,t018,鹿島アントラーズ,t015,京都サンガF.C.,0,0,"観客:16,353",荒木 友輔,r003,2023,1,draw
20230701t012t020,20230701,t012,アルビレックス新潟,t020,サンフレッチェ広島,2,0,"観客:19,064",西村 雄一,r037,2023,1,t012
20230701t017t007,20230701,t017,名古屋グランパス,t007,川崎フロンターレ,2,0,"観客:25,560",木村 博之,r001,2023,1,t017
20230701t004t001,20230701,t004,横浜ＦＣ,t001,ガンバ大阪,0,0,"観客:10,348",福島 孝一郎,r002,2023,1,draw
20230701t014t016,20230701,t014,ＦＣ東京,t016,柏レイソル,1,0,"観客:20,571",笠原 寛貴,r022,2023,1,t014
20230701t003t021,20230701,t003,ヴィッセル神戸,t021,北海道コンサドーレ札幌,1,1,"観客:27,630",ハミス モハメド アルマリ,r046,2023,1,draw
20230701t032t013,20230701,t032,サガン鳥栖,t013,浦和レッズ,1,2,"観客:11,224",谷本 涼,r015,2023,1,t013
20230702t002t008,20230702,t002,横浜Ｆ・マリノス,t008,湘南ベルマーレ,4,1,"観客:21,160",中村 太,r009,2023,1,t002
20230707t012t003,20230707,t012,アルビレックス新潟,t003,ヴィッセル神戸,0,1,"観客:26,519",福島 孝一郎,r002,2023,1,t003
20230708t017t002,20230708,t017,名古屋グランパス,t002,横浜Ｆ・マリノス,2,2,"観客:29,743",荒木 友輔,r003,2023,1,draw
20230708t020t018,20230708,t020,サンフレッチェ広島,t018,鹿島アントラーズ,1,1,"観客:8,361",笠原 寛貴,r022,2023,1,draw
20230708t013t014,20230708,t013,浦和レッズ,t014,ＦＣ東京,0,0,"観客:49,108",ハミス モハメド アルマリ,r046,2023,1,draw
20230708t016t008,20230708,t016,柏レイソル,t008,湘南ベルマーレ,1,1,"観客:10,540",今村 義朗,r019,2023,1,draw
20230708t007t004,20230708,t007,川崎フロンターレ,t004,横浜ＦＣ,3,0,"観客:21,856",松尾 一,r044,2023,1,t007
20230708t001t015,20230708,t001,ガンバ大阪,t015,京都サンガF.C.,1,0,"観客:23,048",小屋 幸栄,r006,2023,1,t001
20230708t006t021,20230708,t006,アビスパ福岡,t021,北海道コンサドーレ札幌,2,1,"観客:7,170",池内 明彦,r014,2023,1,t006
20230708t032t011,20230708,t032,サガン鳥栖,t011,セレッソ大阪,2,1,"観客:7,762",飯田 淳平,r024,2023,1,t032
20230715t021t012,20230715,t021,北海道コンサドーレ札幌,t012,アルビレックス新潟,0,1,"観客:7,591",上田 益也,r008,2023,1,t012
20230715t002t007,20230715,t002,横浜Ｆ・マリノス,t007,川崎フロンターレ,0,1,"観客:42,772",ハミス モハメド アルマリ,r046,2023,1,t007
20230716t020t004,20230716,t020,サンフレッチェ広島,t004,横浜ＦＣ,1,1,"観客:12,760",木村 博之,r001,2023,1,draw
20230716t014t018,20230716,t014,ＦＣ東京,t018,鹿島アントラーズ,1,3,"観客:37,014",池内 明彦,r014,2023,1,t018
20230716t008t006,20230716,t008,湘南ベルマーレ,t006,アビスパ福岡,0,1,"観客:9,878",御厨 貴文,r005,2023,1,t006
20230716t015t017,20230716,t015,京都サンガF.C.,t017,名古屋グランパス,2,1,"観客:13,360",飯田 淳平,r024,2023,1,t015
20230716t001t016,20230716,t001,ガンバ大阪,t016,柏レイソル,3,1,"観客:18,679",松尾 一,r044,2023,1,t001
20230716t011t013,20230716,t011,セレッソ大阪,t013,浦和レッズ,2,0,"観客:21,007",山本 雄大,r010,2023,1,t011
20230716t003t032,20230716,t003,ヴィッセル神戸,t032,サガン鳥栖,2,1,"観客:19,893",中村 太,r009,2023,1,t003
20230722t003t007,20230722,t003,ヴィッセル神戸,t007,川崎フロンターレ,2,2,"観客:15,986",木村 博之,r001,2023,1,draw
20230805t008t020,20230805,t008,湘南ベルマーレ,t020,サンフレッチェ広島,1,0,"観客:9,946",中村 太,r009,2023,1,t008
20230805t017t012,20230805,t017,名古屋グランパス,t012,アルビレックス新潟,1,0,"観客:57,058",山本 雄大,r010,2023,1,t017
20230806t004t003,20230806,t004,横浜ＦＣ,t003,ヴィッセル神戸,2,0,"観客:7,800",清水 勇人,r020,2023,1,t004
20230806t018t021,20230806,t018,鹿島アントラーズ,t021,北海道コンサドーレ札幌,3,0,"観客:17,503",小屋 幸栄,r006,2023,1,t018
20230806t013t002,20230806,t013,浦和レッズ,t002,横浜Ｆ・マリノス,0,0,"観客:42,664",木村 博之,r001,2023,1,draw
20230806t007t001,20230806,t007,川崎フロンターレ,t001,ガンバ大阪,3,4,"観客:20,162",谷本 涼,r015,2023,1,t001
20230806t015t016,20230806,t015,京都サンガF.C.,t016,柏レイソル,0,1,"観客:11,545",福島 孝一郎,r002,2023,1,t016
20230806t011t014,20230806,t011,セレッソ大阪,t014,ＦＣ東京,0,1,"観客:18,596",御厨 貴文,r005,2023,1,t014
20230806t032t006,20230806,t032,サガン鳥栖,t006,アビスパ福岡,0,1,"観客:17,799",西村 雄一,r037,2023,1,t006
20230812t021t032,20230812,t021,北海道コンサドーレ札幌,t032,サガン鳥栖,1,1,"観客:21,895",松尾 一,r044,2023,1,draw
20230812t012t008,20230812,t012,アルビレックス新潟,t008,湘南ベルマーレ,2,2,"観客:28,329",川俣 秀,r012,2023,1,draw
20230812t016t011,20230812,t016,柏レイソル,t011,セレッソ大阪,1,1,"観客:11,892",木村 博之,r001,2023,1,draw
20230812t014t015,20230812,t014,ＦＣ東京,t015,京都サンガF.C.,2,0,"観客:23,162",上田 益也,r008,2023,1,t014
